==============================================
BLEU GOLD:                               29.67
BLEU IN:                                 53.27
SIM GOLD:                               0.8718
SIM IN:                                 0.9549
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0412 -     57.40 |   98.67 |     0.97 |   1.00
0413 -      0.00 |    0.00 |     0.82 |   0.98
0414 -     15.21 |   74.39 |     0.80 |   0.99
0415 -      0.00 |   35.82 |     0.91 |   1.00
0416 -      4.75 |    0.00 |     0.88 |   0.94
0417 -      0.00 |    0.00 |     0.91 |   0.90
0418 -      0.00 |    0.00 |     0.97 |   0.97
0419 -     13.40 |  100.00 |     0.76 |   1.00
0420 -     22.95 |   50.22 |     0.95 |   0.98
0421 -     12.65 |   12.97 |     0.72 |   0.93
0422 -     52.35 |   91.83 |     0.73 |   0.97
0423 -     43.97 |   32.67 |     0.83 |   0.75
0424 -     26.90 |  100.00 |     0.95 |   1.00
0425 -     30.19 |   57.27 |     0.84 |   0.99
0426 -      0.00 |    0.00 |     0.79 |   0.89
0427 -     21.71 |   56.75 |     0.93 |   0.96
0428 -      6.77 |  100.00 |     0.94 |   1.00
0429 -      0.00 |    0.00 |     0.49 |   0.79
0430 -     72.81 |   51.60 |     0.92 |   0.97
0431 -      0.00 |   90.49 |     0.91 |   0.96
0432 -     70.23 |  100.00 |     0.97 |   1.00
0433 -     35.40 |   53.98 |     0.72 |   0.98
0434 -     27.82 |    0.00 |     0.68 |   0.75
0435 -      0.00 |    0.00 |     0.89 |   1.00
0436 -     53.58 |   53.23 |     0.96 |   0.98
0437 -      0.00 |   87.08 |     0.88 |   1.00
0438 -     55.64 |   55.64 |     0.95 |   0.94
0439 -      8.01 |  100.00 |     0.91 |   1.00
0440 -     19.65 |   16.33 |     0.94 |   0.98
0441 -     33.17 |   82.33 |     0.70 |   0.92
0442 -      0.00 |   99.20 |     0.93 |   0.95
0443 -      0.00 |    0.00 |     0.84 |   0.94
0444 -      0.00 |    0.00 |     0.87 |   0.84
0445 -     75.72 |   99.17 |     0.99 |   1.00
0446 -     94.43 |  100.00 |     0.98 |   1.00
0447 -      0.00 |    0.00 |     0.77 |   0.93
