==============================================
BLEU GOLD:                               41.66
BLEU IN:                                 59.73
SIM GOLD:                               0.9287
SIM IN:                                 0.9644
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0452 -     94.94 |   94.94 |     0.98 |   0.99
0453 -      0.00 |    0.00 |     0.89 |   0.91
0454 -      0.00 |    0.00 |     0.92 |   0.95
0455 -      0.00 |    0.00 |     0.96 |   0.97
0456 -      8.26 |   98.23 |     0.91 |   0.92
0457 -     88.23 |  100.00 |     0.94 |   1.00
0458 -     46.47 |   44.64 |     0.99 |   1.00
0459 -     86.40 |  100.00 |     0.92 |   1.00
0460 -     34.72 |   98.95 |     0.98 |   0.98
0461 -     68.98 |  100.00 |     0.93 |   1.00
0462 -     65.60 |  100.00 |     0.97 |   1.00
0463 -     49.31 |   72.14 |     0.89 |   0.94
0464 -     33.49 |   57.64 |     0.82 |   0.87
0465 -     88.61 |  100.00 |     0.97 |   1.00
0466 -     15.04 |   26.88 |     0.85 |   0.94
0467 -     91.21 |  100.00 |     0.99 |   1.00
0468 -     16.84 |   26.85 |     0.79 |   0.94
0469 -     79.93 |  100.00 |     0.89 |   1.00
0470 -      0.00 |    0.00 |     0.91 |   0.97
0471 -     18.53 |   98.49 |     0.98 |   0.99
0472 -     50.90 |   58.67 |     0.93 |   0.95
0473 -     19.06 |  100.00 |     0.94 |   1.00
0474 -      7.18 |    7.36 |     0.92 |   0.97
0475 -     39.66 |  100.00 |     0.98 |   1.00
0476 -     64.44 |   81.58 |     0.92 |   0.97
0477 -     70.06 |   88.79 |     0.97 |   0.98
0478 -     14.44 |    0.00 |     0.94 |   0.95
0479 -     82.03 |   96.49 |     0.92 |   0.96
0480 -     60.05 |   92.96 |     0.91 |   0.98
0481 -     35.97 |  100.00 |     0.98 |   1.00
0482 -     79.83 |   86.40 |     0.87 |   0.96
0483 -     13.31 |  100.00 |     0.99 |   1.00
0484 -      0.00 |    0.00 |     0.84 |   0.86
0485 -      0.00 |    0.00 |     0.82 |   0.91
0486 -     13.08 |   13.77 |     0.92 |   0.92
0487 -      0.00 |    0.00 |     0.98 |   0.99
0488 -      0.00 |  100.00 |     0.97 |   1.00
0489 -      0.00 |    0.00 |     0.93 |   0.95
0490 -      5.78 |    6.77 |     0.97 |   0.99
0491 -      0.00 |    0.00 |     0.95 |   0.96
0492 -      0.00 |   99.16 |     0.95 |   0.98
0493 -      0.00 |    0.00 |     0.95 |   0.96
0494 -     56.42 |  100.00 |     0.97 |   1.00
0495 -      0.00 |    0.00 |     0.97 |   0.99
0496 -     39.32 |   97.67 |     0.89 |   0.96
